Unnamed: 0,wals_code,name,latitude,longitude,genus,family,countrycodes,Distance_Contrasts_in_Demonstratives,Order_of_Object_and_Verb,Presence_of_Uncommon_Consonants,Numeral_Bases,Nonperiphrastic_Causative_Constructions,SOVNeg_Order,Obligatory_Possessive_Inflection,Order_of_Relative_Clause_and_Noun,Tea,Productivity_of_the_Antipassive_Construction,Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb,Distributive_Numerals,'When'_Clauses,Alignment_of_Case_Marking_of_Full_Noun_Phrases,Epistemic_Possibility,Prefixing_vs._Suffixing_in_Inflectional_Morphology,Gender_Distinctions_in_Independent_Personal_Pronouns,Postverbal_Negative_Morphemes,"Order_of_Object,_Oblique,_and_Verb",SONegV_Order,Glottalized_Consonants,Conjunctions_and_Universal_Quantifiers,Order_of_Adjective_and_Noun,Absence_of_Common_Consonants,Definite_Articles,The_Perfect,Obligatory_Double_Negation,Minor_morphological_means_of_signaling_negation,Prenominal_relative_clauses,Utterance_Complement_Clauses,Number_of_Cases,Order_of_Degree_Word_and_Adjective,Rhythm_Types,Comitatives_and_Instrumentals,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,Zero_Copula_for_Predicate_Nominals,Para-Linguistic_Usages_of_Clicks,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",M-T_Pronouns,Cultural_Categories_of_Languages_with_Identity_of_'Finger'_and_'Hand',Vowel_Quality_Inventories,Indefinite_Articles,Possessive_Classification,Antipassive_Constructions,Suppletion_According_to_Tense_and_Aspect,Number_of_Genders,Suppletion_in_Imperatives_and_Hortatives,Fixed_Stress_Locations,"Languages_with_two_Dominant_Orders_of_Subject,_Object,_and_Verb",Tone,Vowel_Nasalization,SVONeg_Order,'Want'_Complement_Subjects,Verbal_Person_Marking,Preverbal_Negative_Morphemes,Politeness_Distinctions_in_Pronouns,Red_and_Yellow,Negative_Indefinite_Pronouns_and_Predicate_Negation,Syncretism_in_Verbal_Person/Number_Marking,Action_Nominal_Constructions,Consonant_Inventories,Consonant-Vowel_Ratio,Sex-based_and_Non-sex-based_Gender_Systems,Obligatory_Double_Negation_in_SOV_languages,Exponence_of_Tense-Aspect-Mood_Inflection,Obligatory_Double_Negation_in_SVO_languages,The_Morphological_Imperative,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,Situational_Possibility,Voicing_and_Gaps_in_Plosive_Systems,Order_of_Person_Markers_on_the_Verb,Number_of_Non-Derived_Basic_Colour_Categories,Order_of_Adposition_and_Noun_Phrase,Voicing_in_Plosives_and_Fricatives,Third_Person_Pronouns_and_Demonstratives,Applicative_Constructions,Case_Syncretism,Symmetric_and_Asymmetric_Standard_Negation,The_Velar_Nasal,Order_of_Numeral_and_Noun,Double_negation_in_verb-initial_languages,Number_of_Basic_Colour_Categories,Person_Marking_on_Adpositions,Order_of_Genitive_and_Noun,N-M_Pronouns,Locus_of_Marking_in_Possessive_Noun_Phrases,Reason_Clauses,Ditransitive_Constructions:_The_Verb_'Give',Systems_of_Gender_Assignment,Order_of_Subject_and_Verb,Green_and_Blue,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,SVNegO_Order,Overlap_between_Situational_and_Epistemic_Modal_Marking,Exponence_of_Selected_Inflectional_Formatives,Nominal_and_Verbal_Conjunction,Lateral_Consonants,Coding_of_Evidentiality,Number_of_Possessive_Nouns,Weight_Factors_in_Weight-Sensitive_Stress_Systems,Order_of_Negative_Morpheme_and_Verb,SNegVO_Order,Position_of_Pronominal_Possessive_Affixes,Nasal_Vowels_in_West_Africa,Order_of_Adverbial_Subordinator_and_Clause,Order_of_Demonstrative_and_Noun,The_Past_Tense,Comparative_Constructions,Verb-Initial_with_Clause-Final_Negative,Reciprocal_Constructions,Periphrastic_Causative_Constructions,Inclusive/Exclusive_Distinction_in_Verbal_Inflection,Semantic_Distinctions_of_Evidentiality,Noun_Phrase_Conjunction,The_Associative_Plural,Optional_Double_Negation,Position_of_Tense-Aspect_Affixes,Hand_and_Arm,Verbal_Number_and_Suppletion,Relativization_on_Obliques,Other_Roles_of_Applied_Objects,Predicative_Adjectives,M_in_Second_Person_Singular,Position_of_Case_Affixes,Negative_Morphemes,The_Position_of_Negative_Morphemes_in_SVO_Languages,The_Future_Tense,Imperative-Hortative_Systems,Languages_with_different_word_order_in_negative_clauses,Plurality_in_Independent_Personal_Pronouns,Finger_and_Hand,Indefinite_Pronouns,NegSOV_Order,Fusion_of_Selected_Inflectional_Formatives,Syllable_Structure,Zero_Marking_of_A_and_P_Arguments,Alignment_of_Verbal_Person_Marking,Verb-Initial_with_Preverbal_Negative,Ordinal_Numerals,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,SNegOV_Order,Polar_Questions,Asymmetrical_Case-Marking,Nominal_and_Locational_Predication,Intensifiers_and_Reflexive_Pronouns,Relativization_on_Subjects,Numeral_Classifiers,Subtypes_of_Asymmetric_Standard_Negation,Predicative_Possession,Uvular_Consonants,The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages,Passive_Constructions,Reduplication,Locus_of_Marking_in_the_Clause,Inclusive/Exclusive_Distinction_in_Independent_Pronouns,Coding_of_Nominal_Plurality,Adjectives_without_Nouns,Position_of_Polar_Question_Particles,The_Position_of_Negative_Morphemes_in_SOV_Languages,Occurrence_of_Nominal_Plurality,Perfective/Imperfective_Aspect,"Order_of_Subject,_Object_and_Verb",Multiple_Negative_Constructions_in_SOV_Languages,Position_of_Interrogative_Phrases_in_Content_Questions,The_Prohibitive,The_Optative,Purpose_Clauses,NegSVO_Order,Postnominal_relative_clauses,Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object,Multiple_Negative_Constructions_in_SVO_Languages,Optional_Double_Negation_in_SOV_languages,Internally-headed_relative_clauses,Weight-Sensitive_Stress,Alignment_of_Case_Marking_of_Pronouns,Locus_of_Marking:_Whole-language_Typology,"Genitives,_Adjectives_and_Relative_Clauses",Pronominal_and_Adnominal_Demonstratives,M_in_First_Person_Singular,Inflectional_Synthesis_of_the_Verb,Expression_of_Pronominal_Subjects,Optional_Double_Negation_in_SVO_languages,Front_Rounded_Vowels,Third_Person_Zero_of_Verbal_Person_Marking,Inclusive/Exclusive_Forms_in_Pama-Nyungan
10,bno,Waimaha,0.33333333333299997,Waimaha,Tucanoan,Tucanoan,US,nan,nan,1 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 No glottalized consonants,nan,nan,1 All present,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Average (5-6),nan,nan,nan,nan,nan,nan,nan,nan,2 Simple tone system,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Small,1 Low,nan,nan,nan,nan,nan,nan,nan,1 Other,nan,nan,nan,1 No voicing contrast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2 /l/, no obstruent laterals",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Different,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Different,nan,nan,nan,2 Moderately complex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 None,nan,nan
11,bon,Bongu,-5.5,Bongu,Madang,Trans-New Guinea,US,nan,1 OV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Noun-Adjective,nan,nan,"2 From 'finish', 'already'",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 OV and NAdj,nan,nan,nan,nan,1 Postpositions,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Genitive-Noun,nan,nan,nan,nan,nan,1 SV,nan,1 OV and Postpositions,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 No past tense,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Inflectional future exists,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Question particle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Final,nan,nan,2 No grammatical marking,1 SOV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,brs,Barasano,-0.166666666667,Barasano,Tucanoan,Tucanoan,US,2 Two-way contrast,1 OV,nan,1 Decimal,2 Morphological but no compound,nan,1 Exists,2 Relative clause-Noun,nan,4 no antipassive,nan,nan,1 Balanced,1 Neutral,3 Other,2 Strongly suffixing,6 No gender distinctions,4 None,3 XOV,nan,nan,nan,3 No dominant order,nan,nan,4 No perfect,nan,4 None,nan,1 Balanced,1 No morphological case-marking,nan,nan,1 Identity,1 OV and RelN,1 Impossible,nan,nan,1 No M-T pronouns,nan,nan,nan,1 No possessive classification,3 No antipassive,4 None,1 None,5 None (= no suppletive imperatives reported in the reference material),nan,nan,nan,2 Contrast absent,nan,nan,2 Only the A argument,4 None,1 No politeness distinction,nan,1 Predicate negation also present,3 Not syncretic,1 Sentential,nan,nan,2 Sex-based,nan,1 monoexponential TAM,nan,4 Second person number-neutral,2 OV and NAdj,2 Verbal constructions,nan,1 A and P do not or do not both occur on the verb,nan,1 Postpositions,nan,3 Related to remote demonstratives,8 No applicative construction,1 No case marking,1 Symmetric,3 No velar nasal,1 Numeral-Noun,nan,nan,2 No person marking,1 Genitive-Noun,1 No N-M pronouns,1 Head marking,3 Deranked,3 Secondary-object construction,1 No gender,1 SV,nan,1 OV and Postpositions,nan,3 No overlap,1 Monoexponential case,nan,nan,3 Part of the tense system,1 None reported,nan,4 [V-Neg],nan,4 No possessive affixes,nan,1 Initial subordinator word,1 Demonstrative-Noun,"2 Present, 2-3 remoteness distinctions",nan,nan,nan,nan,3 No inclusive/exclusive,3 Direct and indirect,nan,4 No associative plural,nan,2 Tense-aspect suffixes,2 Different,"2 Singular-plural pairs, no suppletion",4 Gap,5 No applicative construction,3 Mixed,1 No m in second person singular,1 Case suffixes,1 Negative affix,nan,2 No inflectional future,4 Neither type of system,nan,8 Person stem + nominal plural affix,2 Different,nan,nan,1 Exclusively concatenative,nan,2 Non-zero marking,2 Accusative,nan,"5 First/one-th, two-th, three-th",nan,nan,1 Question particle,2 Symmetrical,1 Different,nan,4 Gap,nan,7 Non-assignable,nan,nan,nan,2 Absent,3 No productive reduplication,3 Double marking,3 No inclusive/exclusive,2 Plural suffix,nan,2 Final,nan,"6 All nouns, always obligatory",2 No grammatical marking,1 SOV,nan,2 Not initial interrogative phrase,1 Normal imperative + normal negative,2 Inflectional optative absent,3 Deranked,nan,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,nan,2 Nominative - accusative (standard),5 Inconsistent or other,nan,3 Different inflection,2 m in first person singular,4 6-7 categories per word,2 Subject affixes on verb,nan,nan,6 Zero only in 3rd nonsingular,nan
13,cak,Cakchiquel,14.5,Cakchiquel,Mayan,Mayan,US,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 None,nan,nan,nan,nan,1 Adjective-Noun,nan,nan,nan,7 NegNegV,4 None,nan,nan,nan,nan,nan,nan,4 VO and NRel,nan,nan,18 ObligDoubleNeg,nan,nan,nan,nan,nan,1 Implicit patient,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,1 Red vs. yellow,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Second singular and second plural,3 VO and AdjN,nan,nan,nan,7 6,2 Prepositions,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,6 VS & VO & [Neg-V-Neg],3 6-6.5,nan,2 Noun-Genitive,nan,nan,nan,nan,nan,1 SV,1 Green vs. blue,4 VO and Prepositions,nan,nan,nan,nan,nan,nan,nan,nan,14 ObligDoubleNeg,nan,nan,nan,nan,1 Demonstrative-Noun,nan,nan,4 No clause-final neg,nan,nan,nan,nan,nan,nan,nan,nan,1 Identical,nan,nan,nan,nan,nan,nan,6 Double negation,nan,nan,4 Neither type of system,nan,nan,2 Different,nan,nan,nan,nan,nan,nan,"1 Separate word, no double negation	Word&NoDoubleNeg","7 First, second, three-th",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6 NegV & VS & VO,nan,nan,nan,nan,2 Plural suffix,nan,nan,nan,nan,nan,4 VOS,nan,2 Not initial interrogative phrase,nan,2 Inflectional optative absent,nan,nan,1 Noun-Relative clause (NRel) dominant,6 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,chj,Chuj,15.916666666700001,Chuj,Mayan,Mayan,US,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,3 Immed preverbal,nan,nan,nan,nan,nan,nan,1 VNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,4 VO and NRel,nan,nan,2 SNegVO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 Second person number-neutral,nan,nan,nan,nan,nan,2 Prepositions,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,9 Neg(Neg)VSO,nan,nan,2 Noun-Genitive,nan,nan,nan,nan,nan,1 SV,nan,4 VO and Prepositions,nan,nan,nan,nan,nan,nan,nan,nan,15 OptDoubleNeg,nan,4 No possessive affixes,nan,nan,1 Demonstrative-Noun,nan,nan,4 No clause-final neg,nan,nan,nan,nan,nan,nan,1 NegV(Neg),1 Tense-aspect prefixes,1 Identical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Different,nan,nan,nan,nan,nan,nan,"1 Separate word, no double negation	Word&NoDoubleNeg",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23 OptDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 VOS,nan,2 Not initial interrogative phrase,nan,nan,nan,nan,1 Noun-Relative clause (NRel) dominant,4 Suffix&OnlyWithAnotherNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,cml,Camling,27.0,Camling,Mahakiranti,Sino-Tibetan,US,nan,1 OV,nan,nan,nan,2 Suffix&NoDoubleNeg,nan,2 Relative clause-Noun,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 [V-Neg],nan,8 No SONegV,nan,nan,nan,nan,nan,nan,4 [Neg-V-Neg],4 None,1 Relative clause-Noun (RelN) dominant,nan,nan,nan,nan,nan,1 OV and RelN,nan,nan,18 ObligDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,nan,nan,6 SO[Neg-V-Neg],nan,nan,1 Second singular and second plural,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,nan,1 Genitive-Noun,nan,nan,nan,nan,nan,1 SV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14 ObligDoubleNeg,nan,1 Possessive prefixes,nan,nan,1 Demonstrative-Noun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Case suffixes,2 Negative particle,nan,nan,nan,nan,nan,nan,nan,4 No NegSOV,nan,nan,nan,nan,nan,nan,nan,4 No SNegOV,6 Interrogative intonation only,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6 No question particle,16 ObligDoubleNeg,nan,nan,1 SOV,nan,2 Not initial interrogative phrase,4 Special imperative + special negative,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 Adjectives and relative clauses collapsed,nan,nan,nan,nan,nan,nan,nan,nan
16,cmy,Chontal Maya,18.1666666667,Chontal Maya,Mayan,Mayan,US,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,3 Immed preverbal,nan,nan,nan,nan,2 Strongly suffixing,nan,4 None,nan,nan,nan,nan,1 Adjective-Noun,nan,1 Definite word distinct from demonstrative,nan,nan,4 None,nan,nan,nan,1 Degree word-Adjective,nan,nan,4 VO and NRel,nan,nan,2 SNegVO,nan,nan,nan,"4 No indefinite, but definite article",nan,nan,nan,nan,nan,nan,nan,nan,nan,4 No SVONeg,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3 VO and AdjN,nan,nan,nan,nan,2 Prepositions,nan,nan,nan,nan,nan,3 No velar nasal,1 Numeral-Noun,nan,nan,nan,2 Noun-Genitive,nan,nan,nan,nan,nan,2 VS,nan,4 VO and Prepositions,7 No SVNegO,nan,nan,nan,nan,nan,nan,nan,1 NegV,1 Word&NoDoubleNeg,4 No possessive affixes,nan,1 Initial subordinator word,5 Demonstrative before and after Noun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Tense-aspect suffixes,1 Identical,nan,nan,nan,nan,nan,9 No case affixes or adpositional clitics,2 Negative particle,2 SNegVO,nan,nan,nan,nan,2 Different,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6 Interrogative intonation only,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Plural suffix,nan,6 No question particle,nan,nan,nan,2 SVO,nan,1 Initial interrogative phrase,nan,nan,nan,4 No NegSVO,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Subject affixes on verb,nan,nan,nan,nan
17,coi,Chortí,14.833333333299999,Chortí,Mayan,Mayan,US,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Second singular and second plural,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 Neither type of system,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"5 First/one-th, two-th, three-th",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Normal imperative + special negative,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,col,Chol,17.75,Chol,Mayan,Mayan,US,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Identity,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Different,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Different,nan,nan,nan,nan,nan,nan,nan,"6 First, two-th, three-th",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Productive full and partial reduplication,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,cpn,Chepang,27.6666666667,Chepang,Mahakiranti,Sino-Tibetan,US,nan,1 OV,nan,nan,nan,2 Suffix&NoDoubleNeg,nan,2 Relative clause-Noun,nan,nan,nan,nan,nan,nan,nan,nan,6 No gender distinctions,2 [V-Neg],nan,8 No SONegV,nan,nan,1 Adjective-Noun,nan,nan,4 No perfect,nan,4 None,1 Relative clause-Noun (RelN) dominant,nan,nan,nan,nan,nan,1 OV and RelN,nan,nan,20 MorphNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 No fixed stress,nan,nan,nan,nan,nan,4 A or P argument,4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 OV and AdjN,nan,nan,1 A and P do not or do not both occur on the verb,nan,nan,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,2 No person marking,1 Genitive-Noun,nan,nan,nan,nan,nan,1 SV,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 No weight,4 [V-Neg],nan,nan,nan,nan,1 Demonstrative-Noun,4 No past tense,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Negative affix,nan,1 Inflectional future exists,nan,nan,nan,nan,nan,4 No NegSOV,nan,nan,nan,5 Hierarchical,nan,nan,nan,4 No SNegOV,nan,nan,nan,nan,nan,1 Absent,nan,nan,nan,nan,2 Absent,nan,nan,nan,nan,nan,nan,6 SO[V-Neg],nan,1 Grammatical marking,1 SOV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Left-edge: First or second,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 No zero realization,nan
20,crp,Carapana,0.833333333333,Carapana,Tucanoan,Tucanoan,US,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Strongly suffixing,nan,2 [V-Neg],nan,nan,nan,nan,1 Adjective-Noun,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Verbal affix or clitic,nan,nan,4 [V-Neg],nan,nan,nan,4 Subordinating suffix,1 Demonstrative-Noun,nan,nan,nan,nan,nan,nan,3 Direct and indirect,nan,nan,nan,2 Tense-aspect suffixes,2 Different,nan,nan,nan,nan,nan,1 Case suffixes,1 Negative affix,nan,nan,nan,nan,nan,2 Different,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Interrogative verb morphology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Plural suffix,nan,6 No question particle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,twn,Tiwa (Northern),36.5,Tiwa (Northern),Kiowa-Tanoan,Kiowa-Tanoan,US,2 Two-way contrast,3 No dominant order,1 None,nan,nan,2 Suffix&NoDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 Equal prefixing and suffixing,nan,4 None,6 No dominant order,2 Prefix&NoDoubleNeg,2 Ejectives only,nan,nan,1 All present,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,4 VO and NRel,nan,nan,20 MorphNeg,nan,nan,2 Average (5-6),nan,nan,nan,nan,nan,nan,nan,3 SVO or VSO,2 Simple tone system,nan,4 No SVONeg,nan,nan,2 [Neg-V],nan,nan,nan,nan,nan,4 Moderately large,3 Average,nan,nan,nan,nan,nan,5 Other,nan,1 Other,nan,nan,nan,2 In plosives alone,nan,nan,nan,nan,3 No velar nasal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 SV,nan,5 Other,7 No SVNegO,nan,nan,nan,4 /l/ and lateral obstruent,2 Verbal affix or clitic,nan,nan,1 NegV,2 Prefix&NoDoubleNeg,1 Possessive prefixes,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Indirect only,nan,nan,nan,2 Tense-aspect suffixes,2 Different,nan,nan,nan,nan,nan,1 Case suffixes,1 Negative affix,13 More than one construction,nan,nan,nan,nan,2 Different,nan,4 No NegSOV,nan,nan,nan,nan,nan,nan,nan,4 No SNegOV,nan,nan,nan,nan,nan,nan,nan,nan,1 None,nan,nan,nan,nan,nan,2 Plural suffix,nan,nan,15 More than one construction,nan,nan,7 No dominant order,9 SONegV/SVONeg,nan,nan,nan,nan,4 No NegSVO,nan,nan,20 S[Neg-V]O/SO[Neg-V],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 None,nan,nan
22,tye,Tyeraity,-13.0,Tyeraity,Northern Daly,Northern Daly,AU,nan,1 OV,nan,nan,nan,5 Word&OnlyWithAnotherNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 [V-Neg],nan,5 Word&OnlyWithAnotherNeg,nan,nan,nan,nan,nan,nan,4 [Neg-V-Neg],4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,18 ObligDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,nan,nan,1 SONegVNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Genitive-Noun,nan,nan,nan,nan,nan,1 SV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14 ObligDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Negative affix,nan,nan,nan,nan,nan,nan,nan,4 No NegSOV,nan,nan,nan,nan,nan,nan,nan,4 No SNegOV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16 ObligDoubleNeg,nan,nan,1 SOV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
