,wals_code,name,latitude,longitude,genus,family,countrycodes,Distance_Contrasts_in_Demonstratives,Order_of_Object_and_Verb,Presence_of_Uncommon_Consonants,Numeral_Bases,Nonperiphrastic_Causative_Constructions,SOVNeg_Order,Obligatory_Possessive_Inflection,Order_of_Relative_Clause_and_Noun,Tea,Productivity_of_the_Antipassive_Construction,Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb,Distributive_Numerals,'When'_Clauses,Alignment_of_Case_Marking_of_Full_Noun_Phrases,Epistemic_Possibility,Prefixing_vs._Suffixing_in_Inflectional_Morphology,Gender_Distinctions_in_Independent_Personal_Pronouns,Postverbal_Negative_Morphemes,"Order_of_Object,_Oblique,_and_Verb",SONegV_Order,Glottalized_Consonants,Conjunctions_and_Universal_Quantifiers,Order_of_Adjective_and_Noun,Absence_of_Common_Consonants,Definite_Articles,The_Perfect,Obligatory_Double_Negation,Minor_morphological_means_of_signaling_negation,Prenominal_relative_clauses,Utterance_Complement_Clauses,Number_of_Cases,Order_of_Degree_Word_and_Adjective,Rhythm_Types,Comitatives_and_Instrumentals,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,Zero_Copula_for_Predicate_Nominals,Para-Linguistic_Usages_of_Clicks,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",M-T_Pronouns,Cultural_Categories_of_Languages_with_Identity_of_'Finger'_and_'Hand',Vowel_Quality_Inventories,Indefinite_Articles,Possessive_Classification,Antipassive_Constructions,Suppletion_According_to_Tense_and_Aspect,Number_of_Genders,Suppletion_in_Imperatives_and_Hortatives,Fixed_Stress_Locations,"Languages_with_two_Dominant_Orders_of_Subject,_Object,_and_Verb",Tone,Vowel_Nasalization,SVONeg_Order,'Want'_Complement_Subjects,Verbal_Person_Marking,Preverbal_Negative_Morphemes,Politeness_Distinctions_in_Pronouns,Red_and_Yellow,Negative_Indefinite_Pronouns_and_Predicate_Negation,Syncretism_in_Verbal_Person/Number_Marking,Action_Nominal_Constructions,Consonant_Inventories,Consonant-Vowel_Ratio,Sex-based_and_Non-sex-based_Gender_Systems,Obligatory_Double_Negation_in_SOV_languages,Exponence_of_Tense-Aspect-Mood_Inflection,Obligatory_Double_Negation_in_SVO_languages,The_Morphological_Imperative,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,Situational_Possibility,Voicing_and_Gaps_in_Plosive_Systems,Order_of_Person_Markers_on_the_Verb,Number_of_Non-Derived_Basic_Colour_Categories,Order_of_Adposition_and_Noun_Phrase,Voicing_in_Plosives_and_Fricatives,Third_Person_Pronouns_and_Demonstratives,Applicative_Constructions,Case_Syncretism,Symmetric_and_Asymmetric_Standard_Negation,The_Velar_Nasal,Order_of_Numeral_and_Noun,Double_negation_in_verb-initial_languages,Number_of_Basic_Colour_Categories,Person_Marking_on_Adpositions,Order_of_Genitive_and_Noun,N-M_Pronouns,Locus_of_Marking_in_Possessive_Noun_Phrases,Reason_Clauses,Ditransitive_Constructions:_The_Verb_'Give',Systems_of_Gender_Assignment,Order_of_Subject_and_Verb,Green_and_Blue,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,SVNegO_Order,Overlap_between_Situational_and_Epistemic_Modal_Marking,Exponence_of_Selected_Inflectional_Formatives,Nominal_and_Verbal_Conjunction,Lateral_Consonants,Coding_of_Evidentiality,Number_of_Possessive_Nouns,Weight_Factors_in_Weight-Sensitive_Stress_Systems,Order_of_Negative_Morpheme_and_Verb,SNegVO_Order,Position_of_Pronominal_Possessive_Affixes,Nasal_Vowels_in_West_Africa,Order_of_Adverbial_Subordinator_and_Clause,Order_of_Demonstrative_and_Noun,The_Past_Tense,Comparative_Constructions,Verb-Initial_with_Clause-Final_Negative,Reciprocal_Constructions,Periphrastic_Causative_Constructions,Inclusive/Exclusive_Distinction_in_Verbal_Inflection,Semantic_Distinctions_of_Evidentiality,Noun_Phrase_Conjunction,The_Associative_Plural,Optional_Double_Negation,Position_of_Tense-Aspect_Affixes,Hand_and_Arm,Verbal_Number_and_Suppletion,Relativization_on_Obliques,Other_Roles_of_Applied_Objects,Predicative_Adjectives,M_in_Second_Person_Singular,Position_of_Case_Affixes,Negative_Morphemes,The_Position_of_Negative_Morphemes_in_SVO_Languages,The_Future_Tense,Imperative-Hortative_Systems,Languages_with_different_word_order_in_negative_clauses,Plurality_in_Independent_Personal_Pronouns,Finger_and_Hand,Indefinite_Pronouns,NegSOV_Order,Fusion_of_Selected_Inflectional_Formatives,Syllable_Structure,Zero_Marking_of_A_and_P_Arguments,Alignment_of_Verbal_Person_Marking,Verb-Initial_with_Preverbal_Negative,Ordinal_Numerals,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,SNegOV_Order,Polar_Questions,Asymmetrical_Case-Marking,Nominal_and_Locational_Predication,Intensifiers_and_Reflexive_Pronouns,Relativization_on_Subjects,Numeral_Classifiers,Subtypes_of_Asymmetric_Standard_Negation,Predicative_Possession,Uvular_Consonants,The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages,Passive_Constructions,Reduplication,Locus_of_Marking_in_the_Clause,Inclusive/Exclusive_Distinction_in_Independent_Pronouns,Coding_of_Nominal_Plurality,Adjectives_without_Nouns,Position_of_Polar_Question_Particles,The_Position_of_Negative_Morphemes_in_SOV_Languages,Occurrence_of_Nominal_Plurality,Perfective/Imperfective_Aspect,"Order_of_Subject,_Object_and_Verb",Multiple_Negative_Constructions_in_SOV_Languages,Position_of_Interrogative_Phrases_in_Content_Questions,The_Prohibitive,The_Optative,Purpose_Clauses,NegSVO_Order,Postnominal_relative_clauses,Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object,Multiple_Negative_Constructions_in_SVO_Languages,Optional_Double_Negation_in_SOV_languages,Internally-headed_relative_clauses,Weight-Sensitive_Stress,Alignment_of_Case_Marking_of_Pronouns,Locus_of_Marking:_Whole-language_Typology,"Genitives,_Adjectives_and_Relative_Clauses",Pronominal_and_Adnominal_Demonstratives,M_in_First_Person_Singular,Inflectional_Synthesis_of_the_Verb,Expression_of_Pronominal_Subjects,Optional_Double_Negation_in_SVO_languages,Front_Rounded_Vowels,Third_Person_Zero_of_Verbal_Person_Marking,Inclusive/Exclusive_Forms_in_Pama-Nyungan
302,ega,Ega,5.5,-5.5,Kwa,Niger-Congo,CI,nan,2 VO,nan,nan,nan,nan,nan,nan,nan,nan,"6 End, not immed postverbal",nan,nan,nan,nan,nan,nan,?,?,nan,nan,nan,2 Noun-Adjective,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Contrast absent,1 NoDoubleNeg,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 VO and NAdj,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,?,nan,nan,nan,nan,nan,?,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,?,?,nan,?,nan,2 Noun-Demonstrative,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Negative particle,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Final,nan,nan,nan,?,nan,nan,nan,nan,nan,4 No NegSVO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
303,egn,Engenni,5.16666666667,6.38333333333,Edoid,Niger-Congo,NG,?,?,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,1 Little affixation,nan,?,1 VOX,nan,nan,nan,2 Noun-Adjective,nan,1 Definite word distinct from demonstrative,?,nan,1 NegTone,nan,nan,nan,nan,nan,nan,4 VO and NRel,nan,nan,?,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5 No second-person imperatives,?,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,2 Noun-Numeral,nan,nan,nan,2 Noun-Genitive,nan,nan,nan,nan,nan,1 SV,nan,4 VO and Prepositions,?,nan,nan,nan,nan,nan,nan,nan,?,?,?,nan,nan,2 Noun-Demonstrative,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,3 Tense-aspect tone,nan,nan,nan,nan,nan,nan,?,nan,7 SVO&Tone,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Question particle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9 No plural,nan,2 Final,nan,nan,?,?,nan,2 Not initial interrogative phrase,?,nan,nan,?,?,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,1 Obligatory pronouns in subject position,nan,nan,nan,nan
304,eja,Ejagham,5.41666666667,8.66666666667,Bantoid,Niger-Congo,NG CM,nan,nan,3 Labial-velars,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,2 Red/yellow,nan,nan,nan,?,3 Average,nan,nan,nan,nan,nan,nan,nan,?,nan,1 3,nan,?,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,3 Black/green/blue,nan,nan,nan,nan,nan,1 No laterals,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3 High only,nan,nan
305,eko,Ekoti,-16.5,39.5,Bantoid,Niger-Congo,MZ,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,4 [Neg-V-Neg],4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 SV,nan,nan,6 Suffix&OnlyWithAnotherNeg,nan,nan,nan,nan,nan,nan,nan,14 ObligDoubleNeg,6 Prefix&OnlyWithAnotherNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 SVO,nan,nan,nan,nan,nan,4 No NegSVO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan
306,eme,Émérillon,3.16666666667,-52.4166666667,Tupi-Guaraní,Tupian,GF,nan,?,nan,nan,nan,?,nan,?,nan,nan,nan,nan,nan,nan,nan,?,nan,?,6 No dominant order,6 Prefix&OnlyWithAnotherNeg,nan,nan,2 Noun-Adjective,nan,nan,nan,?,?,nan,nan,nan,nan,nan,nan,?,nan,nan,18 ObligDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 [Neg-V],nan,nan,nan,nan,nan,nan,nan,nan,6 SO[Neg-V-Neg],nan,nan,nan,2 OV and NAdj,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,?,nan,nan,nan,nan,nan,?,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,1 Possessive prefixes,nan,?,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,6 Postpositional clitics,6 Double negation,nan,nan,nan,nan,nan,nan,nan,4 No NegSOV,nan,nan,nan,nan,nan,nan,nan,?,1 Question particle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,?,16 ObligDoubleNeg,nan,nan,?,nan,?,nan,nan,nan,nan,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan
307,emm,Emmi,-13.5,130.0,Wagaydy,Western Daly,AU,nan,3 No dominant order,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6 No dominant order,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7 No dominant order,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,ene,Enets,67.5,86.5,Samoyedic,Uralic,RU,nan,1 OV,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Strongly suffixing,nan,?,3 XOV,nan,nan,nan,1 Adjective-Noun,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,21 Other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 OV and AdjN,nan,nan,nan,nan,1 Postpositions,nan,nan,nan,nan,nan,1 Initial velar nasal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,1 OV and Postpositions,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,2 Possessive suffixes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Tense-aspect suffixes,nan,nan,nan,nan,nan,nan,1 Case suffixes,3 Negative auxiliary verb,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,6 No question particle,14 Other NegV,nan,nan,1 SOV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan
309,eng,English,52.0,0.0,Germanic,Indo-European,GB IE,2 Two-way contrast,?,5 'Th' sounds,1 Decimal,2 Morphological but no compound,nan,2 Absent,?,2 Words derived from Min Nan Chinese te,?,3 Immed preverbal,?,2 Balanced/deranked,?,?,?,3 3rd person singular only,?,1 VOX,nan,1 No glottalized consonants,"2 Formally similar, without interrogative",1 Adjective-Noun,?,1 Definite word distinct from demonstrative,?,nan,?,nan,?,?,1 Degree word-Adjective,?,1 Identity,?,?,?,2 SNegVO,1 No M-T pronouns,nan,3 Large (7-14),1 Indefinite word distinct from 'one',1 No possessive classification,?,1 Tense,?,?,?,nan,1 No tones,2 Contrast absent,4 No SVONeg,1 Subject is left implicit,?,1 NegV,?,?,?,2 Syncretic,6 Mixed,?,1 Low,2 Sex-based,nan,1 monoexponential TAM,nan,5 No second-person imperatives,?,2 Verbal constructions,?,1 A and P do not or do not both occur on the verb,?,?,?,2 Related for all demonstratives,8 No applicative construction,2 Core cases only,?,?,?,nan,7 11,?,3 No dominant order,?,2 Dependent marking,?,4 Mixed,2 Semantic,?,1 Green vs. blue,?,?,?,5 No case,1 Identity,?,1 No grammatical evidentials,?,4 Long vowel or coda consonant,1 NegV,1 Word&NoDoubleNeg,4 No possessive affixes,nan,1 Initial subordinator word,?,?,4 Particle,nan,?,?,?,?,?,4 No associative plural,nan,2 Tense-aspect suffixes,2 Different,?,1 Relative pronoun,?,2 Nonverbal encoding,?,9 No case affixes or adpositional clitics,2 Negative particle,2 SNegVO,2 No inflectional future,4 Neither type of system,nan,?,2 Different,2 Generic-noun-based,nan,?,3 Complex,?,?,nan,"7 First, second, three-th",nan,nan,4 Interrogative word order,3 Additive-quantitatively asymmetrical,?,?,?,?,3 A/Cat,?,?,nan,?,?,?,3 No inclusive/exclusive,2 Plural suffix,6 Marked by following word,6 No question particle,nan,?,2 No grammatical marking,?,nan,?,1 Normal imperative + normal negative,?,?,?,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,4 Right-oriented: One of the last three,2 Nominative - accusative (standard),2 Dependent-marking,?,?,?,?,?,nan,1 None,?,nan
310,eno,Enggano,-5.41666666667,102.25,Enggano,Austronesian,ID,nan,2 VO,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,5 Weakly prefixing,nan,4 None,nan,nan,nan,nan,?,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,?,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,6 Penultimate,nan,nan,nan,?,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,3 No dominant order,nan,nan,nan,?,nan,nan,nan,nan,nan,?,nan,4 VO and Prepositions,?,nan,nan,nan,nan,nan,nan,?,?,nan,2 Possessive suffixes,nan,1 Initial subordinator word,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 Mixed type,nan,nan,nan,nan,nan,nan,?,2 Negative particle,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Plural prefix,nan,6 No question particle,nan,nan,nan,?,nan,?,nan,nan,nan,nan,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
311,erk,Efate (South),-17.75,168.416666667,Oceanic,Austronesian,VU,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,nan,nan,nan,nan,nan,?,nan,1 VNeg,nan,nan,nan,nan,?,nan,nan,nan,1 NegVNeg,4 None,nan,nan,nan,nan,nan,nan,4 VO and NRel,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 SNegVONeg,nan,4 VO and NAdj,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,2 Noun-Numeral,nan,nan,nan,?,nan,nan,nan,nan,nan,1 SV,nan,?,7 No SVNegO,nan,nan,nan,nan,nan,nan,nan,?,5 Word&OnlyWithAnotherNeg,2 Possessive suffixes,nan,1 Initial subordinator word,2 Noun-Demonstrative,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5 No tense-aspect inflection,nan,nan,nan,nan,nan,nan,?,?,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,2 SVO,nan,2 Not initial interrogative phrase,nan,nan,nan,4 No NegSVO,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
312,err,Erromangan,-18.8333333333,169.166666667,Oceanic,Austronesian,VU,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,nan,?,1 Balanced,nan,nan,nan,?,?,nan,nan,nan,nan,2 Noun-Adjective,nan,nan,nan,nan,4 None,nan,1 Balanced,nan,nan,nan,nan,?,nan,nan,20 MorphNeg,nan,nan,nan,?,nan,nan,nan,?,nan,nan,nan,nan,nan,4 No SVONeg,1 Subject is left implicit,?,2 [Neg-V],nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,1 Second singular and second plural,?,nan,nan,?,nan,?,nan,4 Related to non-remote demonstratives,nan,nan,nan,nan,2 Noun-Numeral,nan,nan,?,2 Noun-Genitive,nan,nan,nan,3 Secondary-object construction,?,1 SV,nan,4 VO and Prepositions,7 No SVNegO,nan,nan,?,nan,nan,nan,nan,?,2 Prefix&NoDoubleNeg,nan,nan,nan,2 Noun-Demonstrative,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Negative affix,?,nan,4 Neither type of system,nan,?,nan,2 Generic-noun-based,nan,nan,nan,nan,?,nan,nan,nan,nan,1 Question particle,nan,nan,nan,nan,?,nan,nan,nan,nan,2 Absent,2 Full reduplication only,nan,nan,?,nan,?,nan,"6 All nouns, always obligatory",nan,?,nan,?,?,nan,3 Deranked,?,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Subject affixes on verb,nan,nan,?,nan
313,ese,Ese Ejja,-11.0,-66.0,Tacanan,Tacanan,PE BO,nan,1 OV,nan,nan,nan,1 Word&NoDoubleNeg,nan,nan,nan,nan,?,nan,nan,nan,nan,?,nan,1 VNeg,nan,8 No SONegV,nan,nan,?,nan,nan,nan,nan,4 None,nan,nan,nan,?,?,nan,nan,nan,nan,8 SOVNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,?,nan,1 Red vs. yellow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,?,?,nan,nan,nan,nan,nan,?,nan,nan,4 7-7.5,nan,1 Genitive-Noun,nan,nan,nan,nan,nan,1 SV,2 Green/blue,1 OV and Postpositions,nan,nan,nan,nan,nan,?,nan,?,?,nan,?,nan,?,nan,nan,nan,nan,nan,nan,nan,2 Indirect only,nan,nan,nan,?,2 Different,nan,nan,nan,nan,nan,?,?,nan,nan,nan,nan,nan,2 Different,nan,?,nan,nan,nan,nan,nan,nan,nan,?,1 Question particle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,1 Initial,4 SOVNeg,nan,nan,?,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
314,ess,Esselen,36.25,-121.75,Esselen,Esselen,US,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3 No velar nasal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
315,est,Estonian,59.0,26.0,Finnic,Uralic,EE,nan,?,nan,nan,nan,nan,nan,1 Noun-Relative clause,?,nan,?,nan,nan,nan,nan,?,nan,?,1 VOX,nan,nan,nan,?,nan,?,nan,nan,4 None,nan,nan,?,1 Degree word-Adjective,1 Trochaic,?,4 VO and NRel,1 Impossible,nan,?,nan,nan,nan,5 No definite or indefinite article,nan,nan,nan,nan,nan,2 Initial,nan,nan,nan,4 No SVONeg,nan,nan,1 NegV,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,?,?,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,nan,?,nan,nan,nan,nan,nan,?,nan,?,?,nan,nan,nan,nan,?,nan,?,1 NegV,?,nan,nan,1 Initial subordinator word,1 Demonstrative-Noun,nan,nan,nan,nan,nan,nan,2 Indirect only,1 'And' different from 'with',4 No associative plural,nan,2 Tense-aspect suffixes,nan,nan,nan,nan,?,nan,?,?,2 SNegVO,nan,?,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,"7 First, second, three-th",nan,nan,?,?,2 Identical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,?,nan,nan,nan,2 SVO,nan,1 Initial interrogative phrase,3 Special imperative + normal negative,2 Inflectional optative absent,nan,?,?,nan,nan,nan,nan,8 Fixed stress (no weight-sensitivity),nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan
316,eud,Eudeve,29.1666666667,-109.666666667,Cahita,Uto-Aztecan,MX,nan,1 OV,nan,nan,nan,11 NoSOVNeg,nan,1 Noun-Relative clause,nan,nan,nan,nan,nan,nan,nan,?,nan,4 None,nan,nan,nan,nan,nan,nan,5 No definite or indefinite article,nan,nan,4 None,nan,nan,nan,nan,nan,nan,?,nan,nan,?,nan,2 Farmer-foragers,nan,5 No definite or indefinite article,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Genitive-Noun,nan,nan,nan,nan,nan,?,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,?,nan,?,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Tense-aspect suffixes,1 Identical,nan,nan,nan,nan,nan,1 Case suffixes,2 Negative particle,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,?,14 Other NegV,nan,nan,?,nan,?,nan,nan,nan,nan,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
