,wals_code,name,latitude,longitude,genus,family,countrycodes,Distance_Contrasts_in_Demonstratives,Order_of_Object_and_Verb,Presence_of_Uncommon_Consonants,Numeral_Bases,Nonperiphrastic_Causative_Constructions,SOVNeg_Order,Obligatory_Possessive_Inflection,Order_of_Relative_Clause_and_Noun,Tea,Productivity_of_the_Antipassive_Construction,Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb,Distributive_Numerals,'When'_Clauses,Alignment_of_Case_Marking_of_Full_Noun_Phrases,Epistemic_Possibility,Prefixing_vs._Suffixing_in_Inflectional_Morphology,Gender_Distinctions_in_Independent_Personal_Pronouns,Postverbal_Negative_Morphemes,"Order_of_Object,_Oblique,_and_Verb",SONegV_Order,Glottalized_Consonants,Conjunctions_and_Universal_Quantifiers,Order_of_Adjective_and_Noun,Absence_of_Common_Consonants,Definite_Articles,The_Perfect,Obligatory_Double_Negation,Minor_morphological_means_of_signaling_negation,Prenominal_relative_clauses,Utterance_Complement_Clauses,Number_of_Cases,Order_of_Degree_Word_and_Adjective,Rhythm_Types,Comitatives_and_Instrumentals,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,Zero_Copula_for_Predicate_Nominals,Para-Linguistic_Usages_of_Clicks,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",M-T_Pronouns,Cultural_Categories_of_Languages_with_Identity_of_'Finger'_and_'Hand',Vowel_Quality_Inventories,Indefinite_Articles,Possessive_Classification,Antipassive_Constructions,Suppletion_According_to_Tense_and_Aspect,Number_of_Genders,Suppletion_in_Imperatives_and_Hortatives,Fixed_Stress_Locations,"Languages_with_two_Dominant_Orders_of_Subject,_Object,_and_Verb",Tone,Vowel_Nasalization,SVONeg_Order,'Want'_Complement_Subjects,Verbal_Person_Marking,Preverbal_Negative_Morphemes,Politeness_Distinctions_in_Pronouns,Red_and_Yellow,Negative_Indefinite_Pronouns_and_Predicate_Negation,Syncretism_in_Verbal_Person/Number_Marking,Action_Nominal_Constructions,Consonant_Inventories,Consonant-Vowel_Ratio,Sex-based_and_Non-sex-based_Gender_Systems,Obligatory_Double_Negation_in_SOV_languages,Exponence_of_Tense-Aspect-Mood_Inflection,Obligatory_Double_Negation_in_SVO_languages,The_Morphological_Imperative,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,Situational_Possibility,Voicing_and_Gaps_in_Plosive_Systems,Order_of_Person_Markers_on_the_Verb,Number_of_Non-Derived_Basic_Colour_Categories,Order_of_Adposition_and_Noun_Phrase,Voicing_in_Plosives_and_Fricatives,Third_Person_Pronouns_and_Demonstratives,Applicative_Constructions,Case_Syncretism,Symmetric_and_Asymmetric_Standard_Negation,The_Velar_Nasal,Order_of_Numeral_and_Noun,Double_negation_in_verb-initial_languages,Number_of_Basic_Colour_Categories,Person_Marking_on_Adpositions,Order_of_Genitive_and_Noun,N-M_Pronouns,Locus_of_Marking_in_Possessive_Noun_Phrases,Reason_Clauses,Ditransitive_Constructions:_The_Verb_'Give',Systems_of_Gender_Assignment,Order_of_Subject_and_Verb,Green_and_Blue,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,SVNegO_Order,Overlap_between_Situational_and_Epistemic_Modal_Marking,Exponence_of_Selected_Inflectional_Formatives,Nominal_and_Verbal_Conjunction,Lateral_Consonants,Coding_of_Evidentiality,Number_of_Possessive_Nouns,Weight_Factors_in_Weight-Sensitive_Stress_Systems,Order_of_Negative_Morpheme_and_Verb,SNegVO_Order,Position_of_Pronominal_Possessive_Affixes,Nasal_Vowels_in_West_Africa,Order_of_Adverbial_Subordinator_and_Clause,Order_of_Demonstrative_and_Noun,The_Past_Tense,Comparative_Constructions,Verb-Initial_with_Clause-Final_Negative,Reciprocal_Constructions,Periphrastic_Causative_Constructions,Inclusive/Exclusive_Distinction_in_Verbal_Inflection,Semantic_Distinctions_of_Evidentiality,Noun_Phrase_Conjunction,The_Associative_Plural,Optional_Double_Negation,Position_of_Tense-Aspect_Affixes,Hand_and_Arm,Verbal_Number_and_Suppletion,Relativization_on_Obliques,Other_Roles_of_Applied_Objects,Predicative_Adjectives,M_in_Second_Person_Singular,Position_of_Case_Affixes,Negative_Morphemes,The_Position_of_Negative_Morphemes_in_SVO_Languages,The_Future_Tense,Imperative-Hortative_Systems,Languages_with_different_word_order_in_negative_clauses,Plurality_in_Independent_Personal_Pronouns,Finger_and_Hand,Indefinite_Pronouns,NegSOV_Order,Fusion_of_Selected_Inflectional_Formatives,Syllable_Structure,Zero_Marking_of_A_and_P_Arguments,Alignment_of_Verbal_Person_Marking,Verb-Initial_with_Preverbal_Negative,Ordinal_Numerals,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,SNegOV_Order,Polar_Questions,Asymmetrical_Case-Marking,Nominal_and_Locational_Predication,Intensifiers_and_Reflexive_Pronouns,Relativization_on_Subjects,Numeral_Classifiers,Subtypes_of_Asymmetric_Standard_Negation,Predicative_Possession,Uvular_Consonants,The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages,Passive_Constructions,Reduplication,Locus_of_Marking_in_the_Clause,Inclusive/Exclusive_Distinction_in_Independent_Pronouns,Coding_of_Nominal_Plurality,Adjectives_without_Nouns,Position_of_Polar_Question_Particles,The_Position_of_Negative_Morphemes_in_SOV_Languages,Occurrence_of_Nominal_Plurality,Perfective/Imperfective_Aspect,"Order_of_Subject,_Object_and_Verb",Multiple_Negative_Constructions_in_SOV_Languages,Position_of_Interrogative_Phrases_in_Content_Questions,The_Prohibitive,The_Optative,Purpose_Clauses,NegSVO_Order,Postnominal_relative_clauses,Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object,Multiple_Negative_Constructions_in_SVO_Languages,Optional_Double_Negation_in_SOV_languages,Internally-headed_relative_clauses,Weight-Sensitive_Stress,Alignment_of_Case_Marking_of_Pronouns,Locus_of_Marking:_Whole-language_Typology,"Genitives,_Adjectives_and_Relative_Clauses",Pronominal_and_Adnominal_Demonstratives,M_in_First_Person_Singular,Inflectional_Synthesis_of_the_Verb,Expression_of_Pronominal_Subjects,Optional_Double_Negation_in_SVO_languages,Front_Rounded_Vowels,Third_Person_Zero_of_Verbal_Person_Marking,Inclusive/Exclusive_Forms_in_Pama-Nyungan
224,chw,Cham (Western),12.0,105.5,Malayo-Sumbawan,Austronesian,KH,,2 VO,1 None,,,,,1 Noun-Relative clause,,,"6 End, not immed postverbal",,,,,,,1 VNeg,,,3 Implosives only,,2 Noun-Adjective,1 All present,,,,4 None,,,,2 Adjective-Degree word,,,4 VO and NRel,,,4 SVONeg,,,3 Large (7-14),,,,,,,,,2 Simple tone system,,1 NoDoubleNeg,,,4 None,,,,,,3 Average,2 Moderately low,,,,,,4 VO and NAdj,,1 Other,,,,1 No voicing contrast,,,,,,2 Noun-Numeral,,,,,,,,,,1 SV,,,7 No SVNegO,,,,"2 /l/, no obstruent laterals",,,,2 VNeg,8 No SNegVO,,,1 Initial subordinator word,,,,,,,,,,,,,1 Identical,,,,,,,,4 SVONeg,,,,,2 Different,,,,3 Complex,,,,,,,1 Question particle,,,,,3 Obligatory,,,1 None,,,,,,,,2 Final,,,,2 SVO,,2 Not initial interrogative phrase,,,,4 No NegSVO,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,,1 None,,
225,cic,Chichewa,-14.0,34.0,Bantoid,Niger-Congo,MZ MW ZW ZM,,2 VO,,,,,,1 Noun-Relative clause,2 Words derived from Min Nan Chinese te,4 no antipassive,,,,,,,,4 None,1 VOX,,,,2 Noun-Adjective,,,,,4 None,,,,,,,4 VO and NRel,,,20 MorphNeg,,,,,,3 No antipassive,,5 Five or more,,,,,,4 No SVONeg,1 Subject is left implicit,,2 [Neg-V],,,,,,,,3 Non-sex-based,,,,,4 VO and NAdj,,,,,2 Prepositions,,,3 Benefactive and other; both bases,,,,2 Noun-Numeral,,,,2 Noun-Genitive,,,,,3 Semantic and formal,1 SV,,4 VO and Prepositions,7 No SVNegO,,,1 Identity,,,,,3 [Neg-V],2 Prefix&NoDoubleNeg,,,1 Initial subordinator word,2 Noun-Demonstrative,,2 Exceed,,,,,,,,,1 Tense-aspect prefixes,,,,3 Instrument and locative,,,,1 Negative affix,5 S[Neg-V]O,,,,,,2 Generic-noun-based,,,,,,,,,,1 Question particle,,,,,,,,,,,,,,1 Plural prefix,,1 Initial,,"6 All nouns, always obligatory",,2 SVO,,2 Not initial interrogative phrase,,,,4 No NegSVO,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,2 Subject affixes on verb,,,,
226,cil,CiLuba,-6.0,22.0,Bantoid,Niger-Congo,CD,,,1 None,,,,,,,,,,,,,,,,,,1 No glottalized consonants,,,1 All present,,,,,,,,,,,,2 Possible,,,,,2 Average (5-6),,,,,,,,,2 Simple tone system,,,,,,,,,,,3 Average,3 Average,,,,,,,,4 Missing /g/,,,,4 In both plosives and fricatives,,,,,,,,,,,,,,,,,,,,,,,"2 /l/, no obstruent laterals",,,,,,,,,,,,,,,,,2 'And' identical to 'with',,,,,,,,3 Mixed,,,,,,,,,,,,,2 Moderately complex,,,,,,,,,2 Identical,,,,,4 Conjunctional,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 None,,
227,cin,Chumash (Ineseño),34.6666666667,-120.25,Chumash,Chumash,US,,,,,,,1 Exists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No M-T pronouns,,,,1 No possessive classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No N-M pronouns,1 Head marking,,,,,,,,,,,,,1 None reported,,,,,,,,,,,,,,,,,,,1 Identical,,,,,2 m in second person singular,,,,,,,,2 Different,,,,,2 Non-zero marking,,,,,,,,,,,1 Absent,,,,,,1 Productive full and partial reduplication,1 Head marking,,,,,,,,,,,,,,,,,,,,,,1 Head-marking,,,1 No m in first person singular,,,,,,
228,ckl,Chinook (Lower),46.25,-123.5,Chinookan,Penutian,US,,2 VO,,,,,,,,,3 Immed preverbal,,,,,5 Weakly prefixing,3 3rd person singular only,4 None,,,,,1 Adjective-Noun,,,,,4 None,,,,,,,,,,12 NegVOS,,,,,,,,,,,,,,,,,1 NegV,,,,,,,,,,,,,3 VO and AdjN,,,,,2 Prepositions,,,,,1 Symmetric,,1 Numeral-Noun,,,2 No person marking,3 No dominant order,,,,,,2 VS,,4 VO and Prepositions,,,,,,1 No grammatical evidentials,,,1 NegV,,1 Possessive prefixes,,1 Initial subordinator word,1 Demonstrative-Noun,,,4 No clause-final neg,,,,1 No grammatical evidentials,1 'And' different from 'with',,,4 Mixed type,,,,,,,,2 Negative particle,,,,,,,,,,,,,"1 Separate word, no double negation	Word&NoDoubleNeg",,,,,,,,,,7 Non-assignable,,,4 NegVOS,2 Absent,,,,2 Plural suffix,,,,,,4 VOS,,1 Initial interrogative phrase,,,,,,6 None,,,,,,,,,,,,,,,
229,ckr,Canela-Krahô,-6.0,-46.0,Ge-Kaingang,Macro-Ge,BR,2 Two-way contrast,1 OV,1 None,,,1 Word&NoDoubleNeg,1 Exists,7 Mixed,,,4 Immed postverbal,,1 Balanced,1 Neutral,3 Other,1 Little affixation,6 No gender distinctions,1 VNeg,3 XOV,8 No SONegV,1 No glottalized consonants,,2 Noun-Adjective,1 All present,5 No definite or indefinite article,4 No perfect,,4 None,,1 Balanced,1 No morphological case-marking,,,,5 Other,2 Possible,,8 SOVNeg,1 No M-T pronouns,,3 Large (7-14),5 No definite or indefinite article,1 No possessive classification,2 Oblique patient,4 None,1 None,5 None (= no suppletive imperatives reported in the reference material),7 Ultimate,,1 No tones,,,1 Subject is left implicit,3 Only the P argument,4 None,1 No politeness distinction,,1 Predicate negation also present,2 Syncretic,1 Sentential,1 Small,1 Low,1 No gender,,1 monoexponential TAM,,4 Second person number-neutral,2 OV and NAdj,,1 Other,1 A and P do not or do not both occur on the verb,,1 Postpositions,1 No voicing contrast,1 Unrelated,8 No applicative construction,1 No case marking,1 Symmetric,1 Initial velar nasal,,,,3 Pronouns only,1 Genitive-Noun,1 No N-M pronouns,2 Dependent marking,1 Balanced,1 Indirect-object construction,1 No gender,1 SV,,1 OV and Postpositions,,,5 No case,2 Differentiation,"2 /l/, no obstruent laterals",1 No grammatical evidentials,1 None reported,1 No weight,2 VNeg,,1 Possessive prefixes,,,2 Noun-Demonstrative,"2 Present, 2-3 remoteness distinctions",,,,,4 Only inclusive,1 No grammatical evidentials,2 'And' identical to 'with',,,5 No tense-aspect inflection,,"3 Singular-plural pairs, suppletion",2 Non-reduction,5 No applicative construction,1 Verbal encoding,1 No m in second person singular,9 No case affixes or adpositional clitics,2 Negative particle,,2 No inflectional future,4 Neither type of system,,2 Number-indifferent pronouns,,1 Interrogative-based,4 No NegSOV,1 Exclusively concatenative,3 Complex,2 Non-zero marking,3 Ergative,,1 None,,4 No SNegOV,1 Question particle,1 No case-marking,1 Different,2 Differentiated,2 Non-reduction,1 Absent,7 Non-assignable,1 Locational,1 None,,2 Absent,1 Productive full and partial reduplication,1 Head marking,4 Only inclusive,9 No plural,,1 Initial,4 SOVNeg,,2 No grammatical marking,1 SOV,,1 Initial interrogative phrase,1 Normal imperative + normal negative,,,,3 NRel or internally-headed,,,,3 Internally-headed or NRel,8 Fixed stress (no weight-sensitivity),7 None,5 Inconsistent or other,,1 Identical,2 m in first person singular,3 4-5 categories per word,,,1 None,2 No zero realization,
230,cku,Chinook (Upper),45.5,-122.5,Chinookan,Penutian,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No M-T pronouns,,,,,,,,,,,,,,,5 Both the A and P arguments,,,,,,,,,,,1 monoexponential TAM,,,,,,2 A precedes P,,,,,,,,,,,,,,"2 N-M pronouns, paradigmatic",1 Head marking,,,,2 VS,,,,,5 No case,,,2 Verbal affix or clitic,,,,,1 Possessive prefixes,,,1 Demonstrative-Noun,,,,,,,2 Indirect only,,,,4 Mixed type,,,,,,2 m in second person singular,,,,,,,,,,,1 Exclusively concatenative,,2 Non-zero marking,6 Split,,,,,,,,,,1 Absent,,,,,,,1 Head marking,,6 Mixed morphological plural,,,,,,,,,,,,,,,,,,,,1 Head-marking,,,1 No m in first person singular,6 10-11 categories per word,,,,2 No zero realization,
231,cla,Clallam,48.0833333333,-123.75,Central Salish,Salishan,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Initial velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,,,,,,,,,,,,,2 Different,,,,,,,,,,,,,,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,cld,Chaldean (Modern),36.0,43.0,Semitic,Afro-Asiatic,IQ,,,,,2 Morphological but no compound,,,1 Noun-Relative clause,,,,,,,,,,,,,,,2 Noun-Adjective,,,,,,,,,2 Adjective-Degree word,,,5 Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,,,,,,2 Prepositions,,2 Related for all demonstratives,,,,,1 Numeral-Noun,,,,2 Noun-Genitive,,,,,,,,,,,,,,,,,,,2 Possessive suffixes,,,1 Demonstrative-Noun,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,4 Neither type of system,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Plural suffix,,,,,,,,,,,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,2 Subject affixes on verb,,,,
233,cme,Cham (Eastern),11.3333333333,108.5,Malayo-Sumbawan,Austronesian,VN,,2 VO,,,,,,,1 Words derived from Sinitic cha,,,,,,,,,,,,,,2 Noun-Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 VO and NAdj,,,,,,,,,,,,,,,,2 Noun-Genitive,,,,,,1 SV,,,,,,,,,,,,,,,,2 Noun-Demonstrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Obligatory,,,,,,,,,,,,,,,2 SVO,,,,,,,,,,,,,,,1 Weakly differentiated,,,,,,,,
234,cmh,Chemehuevi,34.3333333333,-115.166666667,Numic,Uto-Aztecan,US,,3 No dominant order,,,,,,1 Noun-Relative clause,2 Words derived from Min Nan Chinese te,,,,,,,2 Strongly suffixing,,2 [V-Neg],6 No dominant order,,,,3 No dominant order,,,,,4 None,,,,,,2 Differentiation,5 Other,2 Possible,,,,,,,,,,,,,,,,,,,1 NegV,,,,,,,,,,,,1 Second singular and second plural,5 Other,,,,,1 Postpositions,,2 Related for all demonstratives,,,,2 No initial velar nasal,1 Numeral-Noun,,,,1 Genitive-Noun,,,,,,1 SV,,5 Other,,,,2 Differentiation,,1 No grammatical evidentials,,,15 OptDoubleNeg,,2 Possessive suffixes,,,6 Mixed,,,,,,,1 No grammatical evidentials,2 'And' identical to 'with',,4 (Neg)[V-Neg],2 Tense-aspect suffixes,2 Different,,,,3 Mixed,,1 Case suffixes,1 Negative affix,,,,,,2 Different,,,,,,,,,,,1 Question particle,,1 Different,,,,,5 'Have',,,,,,,2 Plural suffix,,3 Second position,,"3 Only human nouns, obligatory",,7 No dominant order,,2 Not initial interrogative phrase,3 Special imperative + normal negative,,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,3 Subject clitics on variable host,,,,
235,cmn,Comanche,33.5,-101.5,Numic,Uto-Aztecan,US,3 Three-way contrast,1 OV,1 None,1 Decimal,2 Morphological but no compound,11 NoSOVNeg,,1 Noun-Relative clause,,1 productive,,2 Marked by reduplication,3 Deranked,2 Nominative - accusative (standard),2 Affixes on verbs,2 Strongly suffixing,6 No gender distinctions,4 None,,1 Word&NoDoubleNeg,1 No glottalized consonants,,1 Adjective-Noun,1 All present,2 Demonstrative word used as definite article,,,4 None,,,3 3 cases,1 Degree word-Adjective,1 Trochaic,2 Differentiation,2 OV and NRel,,,16 More than one position,,,2 Average (5-6),"4 No indefinite, but definite article",,1 Implicit patient,4 None,1 None,5 None (= no suppletive imperatives reported in the reference material),2 Initial,,1 No tones,2 Contrast absent,,1 Subject is left implicit,5 Both the A and P arguments,1 NegV,1 No politeness distinction,,,1 No subject person/number marking,,1 Small,1 Low,1 No gender,,,,1 Second singular and second plural,1 OV and AdjN,,1 Other,3 P precedes A,,1 Postpositions,1 No voicing contrast,,3 Benefactive and other; both bases,3 Core and non-core,3 Both,3 No velar nasal,1 Numeral-Noun,,,2 No person marking,1 Genitive-Noun,,,,2 Double-object construction,1 No gender,1 SV,,1 OV and Postpositions,,,,,1 No laterals,2 Verbal affix or clitic,,1 No weight,1 NegV,,4 No possessive affixes,,,1 Demonstrative-Noun,,4 Particle,,,,1 No person marking,2 Indirect only,,1 Associative same as additive plural,,2 Tense-aspect suffixes,2 Different,"2 Singular-plural pairs, no suppletion",,1 Instrument,,,1 Case suffixes,2 Negative particle,,,4 Neither type of system,,7 Person stem + pronominal plural affix,2 Different,1 Interrogative-based,1 NoDoubleNeg,,2 Moderately complex,,2 Accusative,,,,1 NoDoubleNeg,1 Question particle,4 Subtractive-quantitatively asymmetrical,,2 Differentiated,,,3 A/Cat,,1 None,,1 Present,1 Productive full and partial reduplication,,5 Inclusive/exclusive,2 Plural suffix,,3 Second position,15 More than one construction,"3 Only human nouns, obligatory",,1 SOV,3 NegSOV/SNegOV/SONegV,2 Not initial interrogative phrase,4 Special imperative + special negative,2 Inflectional optative absent,,,1 Noun-Relative clause (NRel) dominant,,,,,8 Fixed stress (no weight-sensitivity),2 Nominative - accusative (standard),,,1 Identical,,,3 Subject clitics on variable host,,1 None,2 No zero realization,
236,cmx,Comox,50.1666666667,-125.0,Central Salish,Salishan,CA,,2 VO,,,,,,,,,,,,,,,6 No gender distinctions,,,,,,,,3 Definite affix,,,,,,,,,1 Identity,,,,,,,,,,,,,,,,,,,,5 Both the A and P arguments,,,,,,,,,,,,,,,,,3 P precedes A,,2 Prepositions,,,,,,,,,,2 No person marking,2 Noun-Genitive,,,,,,2 VS,,4 VO and Prepositions,,,,,,,,,,,1 Possessive prefixes,,,3 Demonstrative prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Accusative,,,,,,,,,,,,,,,1 Present,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Zero in all 3sg forms,
237,cnt,Cantonese,23.0,113.0,Chinese,Sino-Tibetan,CN,2 Two-way contrast,2 VO,1 None,,,,,2 Relative clause-Noun,1 Words derived from Sinitic cha,,3 Immed preverbal,1 No distributive numerals,,,3 Other,1 Little affixation,,4 None,2 XVO,,1 No glottalized consonants,"3 Formally similar, with interrogative",1 Adjective-Noun,1 All present,"4 No definite, but indefinite article",3 Other perfect,,4 None,1 Relative clause-Noun (RelN) dominant,,,1 Degree word-Adjective,,,3 VO and RelN,,2 Affective meanings,2 SNegVO,,,3 Large (7-14),2 Indefinite word same as 'one',,,4 None,1 None,5 None (= no suppletive imperatives reported in the reference material),,,3 Complex tone system,,4 No SVONeg,1 Subject is left implicit,,1 NegV,,,1 Predicate negation also present,,8 No action nominals,3 Average,2 Moderately low,1 No gender,,,,5 No second-person imperatives,3 VO and AdjN,2 Verbal constructions,1 Other,,,4 No dominant order,1 No voicing contrast,1 Unrelated,,,3 Both,1 Initial velar nasal,1 Numeral-Noun,,,,1 Genitive-Noun,,,,4 Mixed,1 No gender,1 SV,,5 Other,7 No SVNegO,2 Overlap for either possibility or necessity,,2 Differentiation,"2 /l/, no obstruent laterals",4 Separate particle,,,1 NegV,1 Word&NoDoubleNeg,4 No possessive affixes,,5 Mixed,1 Demonstrative-Noun,4 No past tense,,,2 Distinct from reflexive,,,2 Indirect only,,2 Unique affixal associative plural,,2 Tense-aspect suffixes,2 Different,1 None,,,,,9 No case affixes or adpositional clitics,2 Negative particle,2 SNegVO,2 No inflectional future,,,8 Person stem + nominal plural affix,2 Different,3 Special,,,2 Moderately complex,,,,"4 One-th, two-th, three-th",,,1 Question particle,,,1 Identical,,3 Obligatory,3 A/Cat,,1 None,,,,,,9 No plural,6 Marked by following word,,,,1 Grammatical marking,2 SVO,,2 Not initial interrogative phrase,2 Normal imperative + special negative,,,4 No NegSVO,,,,,,,,,1 Weakly differentiated,1 Identical,,,,,2 High and mid,,
238,coe,Coeur d'Alene,47.25,-116.5,Interior Salish,Salishan,US,,2 VO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Prepositions,,,,,,,,,,,,,,,,,2 VS,,4 VO and Prepositions,,,,,,4 Separate particle,,,,,3 Prefixes and suffixes,,,2 Noun-Demonstrative,,1 Locational,,,,,2 Indirect only,,,,1 Tense-aspect prefixes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Productive full and partial reduplication,,,7 Plural word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,cog,Cogui,11.0,-73.8333333333,Arhuacic,Chibchan,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,,,,,,,,,,,,,2 Different,,,,,,,,8 Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,coo,Coos (Hanis),43.5,-124.166666667,Coosan,Oregon Coast,US,2 Two-way contrast,3 No dominant order,1 None,,2 Morphological but no compound,,,1 Noun-Relative clause,,,,,,4 Ergative - absolutive,3 Other,3 Weakly suffixing,6 No gender distinctions,4 None,6 No dominant order,,2 Ejectives only,,1 Adjective-Noun,1 All present,1 Definite word distinct from demonstrative,,,4 None,,,7 8-9 cases,1 Degree word-Adjective,5 No rhythmic stress,3 Mixed,5 Other,1 Impossible,,,1 No M-T pronouns,,2 Average (5-6),"4 No indefinite, but definite article",,,,1 None,,1 No fixed stress,,1 No tones,2 Contrast absent,,,5 Both the A and P arguments,1 NegV,,,1 Predicate negation also present,3 Not syncretic,,5 Large,5 High,1 No gender,,,,1 Second singular and second plural,5 Other,,2 None missing in /p t k b d g/,5 A and P are fused,,1 Postpositions,2 In plosives alone,,,1 No case marking,1 Symmetric,3 No velar nasal,1 Numeral-Noun,,,1 No adpositions,3 No dominant order,1 No N-M pronouns,1 Head marking,,3 Secondary-object construction,1 No gender,2 VS,,5 Other,,2 Overlap for either possibility or necessity,,1 Identity,4 /l/ and lateral obstruent,4 Separate particle,,1 No weight,1 NegV,,4 No possessive affixes,,1 Initial subordinator word,1 Demonstrative-Noun,,,,,,5 Inclusive/exclusive,2 Indirect only,1 'And' different from 'with',,,2 Tense-aspect suffixes,,,,,1 Verbal encoding,1 No m in second person singular,6 Postpositional clitics,2 Negative particle,,,2 Minimal system,,3 Person-number affixes,,1 Interrogative-based,,1 Exclusively concatenative,3 Complex,2 Non-zero marking,2 Accusative,,,,,1 Question particle,2 Symmetrical,1 Different,2 Differentiated,,1 Absent,7 Non-assignable,4 Conjunctional,4 Uvular stops and continuants,,1 Present,1 Productive full and partial reduplication,1 Head marking,5 Inclusive/exclusive,6 Mixed morphological plural,,2 Final,,"3 Only human nouns, obligatory",,7 No dominant order,,1 Initial interrogative phrase,1 Normal imperative + normal negative,2 Inflectional optative absent,,,1 Noun-Relative clause (NRel) dominant,,,,,3 Right-edge: Ultimate or penultimate,,1 Head-marking,,,1 No m in first person singular,,2 Subject affixes on verb,,1 None,5 Zero in all 3rd person forms,
241,cop,Coptic,26.0,32.0,Egyptian-Coptic,Afro-Asiatic,EG,,2 VO,,,,,,1 Noun-Relative clause,,,,,,,,5 Weakly prefixing,1 In 3rd person + 1st and/or 2nd person,1 VNeg,1 VOX,,,,2 Noun-Adjective,,1 Definite word distinct from demonstrative,,,4 None,,,,,,,4 VO and NRel,2 Possible,,19 OptDoubleNeg,,,,1 Indefinite word distinct from 'one',,,,,,,,,,4 No SVONeg,1 Subject is left implicit,2 Only the A argument,3 NegV&[Neg-V],1 No politeness distinction,,1 Predicate negation also present,,,,,,,,,,4 VO and NAdj,,,1 A and P do not or do not both occur on the verb,,2 Prepositions,,,,,,,1 Numeral-Noun,,,3 Pronouns only,2 Noun-Genitive,,,,1 Indirect-object construction,,1 SV,,4 VO and Prepositions,5 Word&OnlyWithAnotherNeg,,,2 Differentiation,,,,,15 OptDoubleNeg,4 Prefix&OptDoubleNeg,,,1 Initial subordinator word,6 Mixed,,,,,,,,2 'And' identical to 'with',,16 [Neg-V]/NegVNeg,5 No tense-aspect inflection,,,,,3 Mixed,,7 Prepositional clitics,1 Negative affix,15 OptNeg,,4 Neither type of system,,,,,,,,,2 Accusative,,"6 First, two-th, three-th",,,1 Question particle,,1 Different,,,,,1 Locational,,,1 Present,,,,9 No plural,,1 Initial,,"6 All nouns, always obligatory",,2 SVO,,2 Not initial interrogative phrase,,,,3 OnlyWithAnotherNeg,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,14 S[Neg-V]O/NegSVNegO,,2 No zero realization,
